0	20	40	40	20	0	32.5	55	47.5	52.5	47.5	20	0	27.5	40	45	45	35	32.5	0	0	27.5	27.5	45	32.5	15	0	0	15	15	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	20	45	45	20	0	32.5	55	52.5	57.5	47.5	25	0	27.5	40	47.5	45	35	40	0	0	27.5	32.5	45	32.5	15	0	0	15	15	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	45	47.5	20	0	40	60	55	60	52.5	30	0	27.5	45	47.5	47.5	40	40	0	0	27.5	32.5	47.5	32.5	15	0	0	15	15	20	27.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	47.5	47.5	27.5	0	40	62.5	55	60	55	30	0	27.5	45	52.5	47.5	40	42.5	0	20	32.5	32.5	47.5	40	20	0	0	15	15	27.5	27.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	52.5	52.5	32.5	0	45	67.5	60	67.5	55	35	0	32.5	47.5	55	52.5	45	42.5	0	20	32.5	32.5	52.5	45	20	0	0	15	20	27.5	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	52.5	55	40	0	47.5	70	62.5	70	60	40	0	40	47.5	60	55	47.5	47.5	0	20	40	40	55	45	20	0	0	15	20	27.5	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	45	55	60	42.5	0	47.5	72.5	67.5	72.5	62.5	45	0	40	52.5	62.5	60	52.5	50	0	20	40	45	55	47.5	25	0	0	20	20	32.5	32.5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	47.5	60	62.5	47.5	0	52.5	77.5	70	77.5	67.5	47.5	15	40	55	67.5	62.5	55	52.5	0	20	40	45	60	52.5	30	0	0	20	20	32.5	40	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	52.5	62.5	67.5	50	0	55	82.5	77.5	82.5	72.5	55	15	45	65	70	67.5	60	57.5	0	27.5	45	47.5	62.5	55	35	0	0	20	27.5	40	40	15	0	0	0	0	0	20	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	55	70	70	57.5	0	60	85	82.5	87.5	80	60	15	47.5	65	72.5	72.5	62.5	62.5	0	27.5	45	52.5	67.5	60	40	0	0	20	27.5	40	42.5	15	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	60	77.5	77.5	60	0	62.5	92.5	85	97.5	82.5	65	15	47.5	72.5	80	80	67.5	67.5	0	27.5	47.5	55	72.5	67.5	47.5	0	20	27.5	32.5	45	47.5	20	0	0	0	0	15	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	62.5	80	82.5	67.5	0	70	97.5	92.5	102.5	92.5	70	20	52.5	75	85	82.5	72.5	72.5	15	32.5	52.5	60	75	70	50	0	20	27.5	32.5	47.5	47.5	25	0	0	20	0	15	20	27.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	67.5	85	87.5	72.5	0	72.5	102.5	97.5	107.5	97.5	75	20	55	82.5	92.5	90	80	77.5	15	32.5	52.5	62.5	80	77.5	57.5	0	20	27.5	32.5	47.5	50	30	0	20	0	0	15	30	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.5	72.5	87.5	95	80	0	77.5	107.5	102.5	112.5	100	80	27.5	60	85	95	97.5	82.5	82.5	20	32.5	55	67.5	82.5	80	60	0	20	32.5	40	52.5	52.5	35	15	20	20	0	15	30	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
