43.343	4.4735
53.8768	1.04389
62.5585	1.38496
72.6796	3.72635
30.894	22.9774
39.4327	22.9774
47.0138	22.9774
56.2708	22.9774
63.9317	22.9774
71.832	22.9774
81.0092	22.9774
88.3509	22.9774
26.8284	44.5165
35.915	44.5165
44.8349	44.5165
53.9215	44.5165
62.4245	44.5165
72.5949	44.5165
81.6815	44.5165
90.8661	44.5165
25.1566	63.9431
34.533	63.9431
45.0059	63.9431
54.0798	63.9431
64.0989	63.9431
72.946	63.9431
82.903	63.9431
91.6745	63.9431
23.8725	83.3035
33.4921	83.2423
44.0316	83.1752
52.7938	83.1194
62.8412	83.1194
73.0735	83.1194
82.0192	83.1194
91.8226	83.1194
22.7045	102.185
32.8143	102.185
42.5565	102.185
52.605	102.185
62.7761	102.123
71.8443	102.123
81.7702	102.123
92.3702	102.123
21.439	121.037
31.5714	121.037
41.5763	121.037
51.7087	121.037
61.8411	121.037
71.8461	121.037
81.7873	121.037
92.7481	121.037
20.2106	139.402
30.4067	139.402
40.3479	139.402
50.6715	139.402
60.6127	139.402
71.9559	139.402
81.8334	139.402
92.8204	139.402
12.3077	155.982
24.0333	155.982
34.6117	155.982
46.0187	155.982
57.7442	155.982
70.1707	155.982
80.7711	155.982
92.6879	155.982
6.82476	173.452
19.1238	173.452
31.4866	173.452
44.0406	173.452
55.7024	173.452
67.8103	173.452
79.819	173.452
92.5642	173.452
3.57162	187.606
16.954	187.606
29.508	187.606
41.2335	187.606
53.8512	187.606
67.3611	187.606
79.7515	187.606
91.7319	187.606
1.21756	202.849
13.5166	202.849
26.8353	202.849
39.1981	202.849
51.5609	202.849
65.1982	202.849
77.1787	202.849
89.9538	202.849
1.2772	217.45
14.0223	217.45
25.8753	217.45
37.4734	217.45
49.5813	217.45
61.7529	217.45
73.8896	217.45
86.125	217.45
3.3831	234.536
14.5351	234.536
17.1479	234.536
24.6675	234.536
29.5107	234.536
35.6283	234.536
40.7901	234.536
47.099	234.536
53.2804	234.536
57.8686	234.536
65.2608	234.536
68.4471	234.536
78.006	234.536
9.8104	250.47
18.2859	250.47
27.7811	250.47
39.0605	250.47
49.0655	250.47
59.9929	250.47
67.7037	250.47
25.5017	267.238
34.9331	269.085
46.1489	266.792
